id,nickname,birth_date,position,is_alive,boss_id
26362,quos_vero_dolor,1988-09-23,Manager,true,3194
26363,dicta_nam_consectetur,1994-02-26,Soldier,false,15697
26364,JuliaLane,1980-03-25,Support,true,1529
26365,laudantium_natus_officiis,1985-10-28,Soldier,true,1316
26366,doloremque_voluptatem_officia,1993-08-27,Soldier,true,6175
26367,est_consectetur_officia,1992-12-08,Manager,true,22669
26368,BettyGilbert,1981-04-02,Soldier,false,13357
26369,sed_vel,1990-05-25,Soldier,true,14652
26370,occaecati_maxime,1991-09-27,Soldier,true,13631
26371,RebeccaDaniels,1987-03-14,Manager,true,14228
26372,impedit_nam_officia,1991-07-01,Soldier,true,5907
26373,non_qui_quos,1997-02-23,Manager,true,1697
26374,JudyWatkins,1991-07-11,Support,false,2252
26375,JuliaJohnson,1983-11-25,Manager,true,25207
26376,SarahHernandez,1982-02-07,Soldier,true,533
26377,FrankCrawford,1987-12-02,Manager,true,19038
26378,4Tucker,1991-11-28,Soldier,true,8615
26379,8Alvarez,1993-12-15,Soldier,true,19277
26380,MichaelEdwards,1985-10-04,Soldier,false,22046
26381,quas_facere_dolores,1997-05-05,Medical,true,9383
26382,ea_magni_in,1985-09-10,Support,true,24402
26383,magnam_autem,1981-04-25,Soldier,false,25637
26384,EvelynDunn,1995-09-21,Manager,true,7664
26385,veritatis_praesentium_quo,1994-03-26,Soldier,true,14624
26386,nostrum_dolorum_fuga,1981-09-27,Manager,true,5609
26387,JulieMartin,1997-01-09,Manager,true,12985
26388,velit_aut_quia,1987-02-02,Manager,true,21497
26389,0Robertson,1990-08-19,Soldier,true,8497
26390,AmandaMartin,1988-08-31,Support,false,10852
26391,MartinWagner,1987-02-14,Soldier,true,25126
26392,dLee,1991-12-07,Manager,true,15555
26393,dignissimos_debitis,1990-09-10,Manager,false,8115
26394,aut_nostrum,1985-12-03,Soldier,false,24711
26395,6Griffin,1998-10-27,Soldier,true,1578
26396,animi_rerum_commodi,1987-11-10,Soldier,false,12988
26397,DonnaYoung,1989-08-29,Manager,true,20495
26398,tMcdonald,1994-09-11,Soldier,true,24013
26399,JeffreyMitchell,1983-12-07,Soldier,true,19660
26400,AmyGutierrez,1983-03-31,Soldier,true,6597
26401,7Arnold,1989-06-18,Soldier,false,8467
26402,ea_ut,1985-08-07,Manager,true,25431
26403,hHarrison,1984-12-16,Manager,true,13494
26404,TerryOwens,1992-05-10,Medical,true,5985
26405,eveniet_vel_quas,1996-12-04,Manager,true,21828
26406,ErnestBell,1995-04-08,Soldier,true,26227
26407,KatherineBarnes,1980-09-03,Soldier,false,13502
26408,voluptas_aut_vitae,1990-10-31,Support,true,6528
26409,non_porro_dignissimos,1982-07-25,Medical,false,22284
26410,MichaelGriffin,1999-04-05,Manager,true,9795
26411,DorothyWebb,1999-06-16,Manager,true,13420
26412,JessicaKim,1981-11-24,Soldier,true,3320
26413,RubyPeterson,1999-11-29,Manager,true,4055
26414,ducimus_labore,1992-09-14,Manager,false,5741
26415,SandraJones,1981-10-26,Soldier,true,9007
26416,wLittle,1986-06-18,Support,false,24850
26417,laudantium_pariatur,1994-08-21,Manager,true,3308
26418,IreneEvans,1986-06-29,Manager,true,7618
26419,VirginiaRomero,1993-03-30,Soldier,true,3415
26420,eum_accusamus,1988-03-04,Soldier,true,13565
26421,JuliaBishop,1998-12-08,Soldier,true,17244
26422,ChristopherBailey,1986-07-15,Soldier,false,3914
26423,porro_dolores_aut,1995-12-29,Manager,true,5619
26424,qDay,2001-04-26,Manager,true,8440
26425,BarbaraPeterson,1990-06-21,Soldier,true,16630
26426,amet_minima_fuga,1996-07-12,Support,true,19123
26427,MarthaMccoy,1981-06-28,Manager,true,8198
26428,AnnGordon,1985-05-22,Soldier,true,23834
26429,JasonBennett,2000-04-16,Soldier,true,26037
26430,AlanPerkins,1981-11-15,Manager,true,13489
26431,AmyTurner,2001-05-26,Medical,true,21254
26432,CraigLittle,1997-08-10,Manager,true,23006
26433,SamuelBradley,1984-04-15,Medical,true,23071
26434,dolor_eos_odit,1980-07-11,Soldier,true,11690
26435,numquam_doloribus_quod,2001-12-27,Support,true,4484
26436,8Garrett,1987-02-05,Soldier,false,211
26437,non_quas,1997-10-24,Manager,true,17688
26438,mollitia_omnis,2000-12-12,Soldier,true,7038
26439,cFisher,1981-06-06,Manager,true,15963
26440,SharonOlson,1986-03-09,Soldier,true,1417
26441,distinctio_facere_totam,1985-08-11,Soldier,false,24888
26442,dolores_in_quasi,1995-09-07,Soldier,true,13728
26443,quidem_nesciunt_qui,1980-06-08,Soldier,true,21315
26444,LarryJenkins,2001-06-04,Soldier,true,5449
26445,vRobertson,1990-01-03,Soldier,true,2135
26446,JosephHunt,1992-01-28,Soldier,true,24444
26447,quisquam_illum_temporibus,1985-04-15,Manager,true,6368
26448,repellendus_atque,1980-09-18,Manager,true,4195
26449,quod_cum_repellendus,1983-11-07,Manager,true,22847
26450,JohnHenderson,1980-04-20,Soldier,false,22610
26451,EugenePalmer,1991-10-23,Manager,true,14678
26452,recusandae_sed_dolorum,1984-04-11,Manager,true,23839
26453,voluptatum_non_blanditiis,1980-08-09,Soldier,true,3823
26454,AndrewRay,1983-11-21,Manager,true,15989
26455,RuthWebb,1980-05-30,Soldier,true,3185
26456,JaneDaniels,1988-05-09,Support,true,14616
26457,bGarza,1996-11-24,Manager,false,21334
26458,CarolRiley,1990-01-07,Manager,false,10173
26459,cum_veniam,1983-05-16,Support,true,17851
26460,JackRyan,2000-08-16,Soldier,true,3986
26461,quia_architecto_vel,1990-03-01,Soldier,false,22074
26462,LisaBurke,1983-09-05,Soldier,true,16313
26463,BobbyWalker,1989-12-31,Soldier,false,17678
26464,CynthiaButler,1996-03-16,Soldier,true,10558
26465,soluta_fugit_minima,1999-02-02,Soldier,true,13854
26466,AdamLynch,1994-11-01,Soldier,true,23455
26467,MatthewHarper,1982-02-02,Soldier,true,20666
26468,ullam_tenetur,1985-06-07,Soldier,true,26102
26469,esse_natus,1982-09-27,Manager,true,5018
26470,natus_totam,1980-09-27,Medical,true,25561
26471,aspernatur_molestias_labore,2001-12-31,Medical,true,1226
26472,AlbertStephens,2001-04-18,Manager,true,12532
26473,nostrum_et_et,1995-08-22,Soldier,false,25907
26474,quia_vel,1998-09-16,Manager,true,10317
26475,aGreene,1997-08-02,Medical,true,22204
26476,JonathanHansen,1982-03-19,Support,true,11099
26477,qui_quo,1999-01-22,Soldier,true,11511
26478,KatherineLittle,1990-03-15,Support,true,12559
26479,CharlesWest,1993-10-11,Soldier,true,20822
26480,fReyes,1998-01-31,Manager,true,9920
26481,et_molestiae_quo,2001-04-30,Soldier,true,26454
26482,officia_eos,1986-09-04,Soldier,true,11
26483,necessitatibus_optio,1994-03-11,Manager,true,6588
26484,dignissimos_quaerat,1992-10-25,Soldier,true,8752
26485,in_reprehenderit_sint,1988-01-30,Soldier,true,4466
26486,JasonCook,1992-09-04,Medical,true,19324
26487,SusanStevens,1987-11-02,Soldier,true,8291
26488,aut_consequuntur_labore,1984-08-31,Support,false,2141
26489,WilliamBoyd,1986-09-26,Soldier,true,5235
26490,jJohnston,1989-07-26,Manager,true,4801
26491,accusamus_hic,1994-11-17,Soldier,true,4182
26492,omnis_vel,1999-03-08,Manager,true,6593
26493,4Hicks,2001-12-04,Manager,true,12769
26494,quas_voluptas_optio,2000-12-12,Manager,false,11405
26495,PhillipBailey,1981-12-22,Soldier,true,24071
26496,TeresaHunter,1980-03-06,Manager,true,23767
26497,quas_dolores_rerum,1984-11-14,Manager,true,2931
26498,DorothyGonzales,1990-07-03,Manager,false,2842
26499,JudithColeman,1996-05-29,Soldier,true,9086
26500,et_aut_mollitia,1983-01-17,Soldier,false,7736
26501,MarieGonzales,1991-11-26,Manager,true,3432
26502,alias_asperiores_velit,1996-03-21,Support,true,21545
26503,vel_debitis,1999-03-05,Soldier,false,19567
26504,tempore_laudantium_sed,1984-11-30,Soldier,true,12651
26505,quia_blanditiis_maiores,1999-09-07,Soldier,true,293
26506,quia_doloribus_sint,1998-11-15,Manager,true,12359
26507,consequatur_quisquam_veniam,1989-12-25,Soldier,true,17137
26508,BenjaminMeyer,1991-04-28,Soldier,true,3996
26509,fugiat_dolores,1999-04-17,Soldier,true,5409
26510,AnnTorres,1987-02-05,Manager,false,2068
26511,tenetur_laboriosam,1995-01-06,Soldier,false,2282
26512,eos_delectus,1992-10-17,Manager,true,18273
26513,BrendaWashington,1983-04-24,Soldier,true,9479
26514,quis_earum,1988-04-23,Support,true,4155
26515,magnam_ipsum_voluptas,1980-03-01,Soldier,false,19838
26516,RalphTaylor,2001-09-22,Soldier,true,22349
26517,officiis_in_quo,1984-04-04,Manager,true,3747
26518,necessitatibus_ea_reprehenderit,1998-01-05,Manager,true,22596
26519,PaulMontgomery,1982-03-28,Manager,true,19863
26520,HaroldHayes,1995-05-16,Medical,true,9790
26521,facere_voluptas,1993-01-03,Soldier,true,16599
26522,CarolRamos,1993-06-14,Soldier,true,13604
26523,quis_quia_vel,1990-07-20,Soldier,true,26258
26524,kCox,2001-06-27,Support,true,25841
26525,LawrenceHarvey,1980-01-18,Manager,true,16127
26526,quibusdam_amet,1996-08-27,Manager,true,7415
26527,consequuntur_eius_dolores,1990-11-18,Soldier,true,4632
26528,labore_voluptates_fugiat,1996-04-17,Soldier,true,15399
26529,vPeters,1990-10-09,Soldier,true,17090
26530,facilis_qui,1993-12-09,Manager,true,9472
26531,gScott,1980-04-27,Manager,true,18030
26532,WandaStone,1980-02-05,Soldier,true,11315
26533,RyanReid,1996-10-19,Manager,true,25508
26534,qui_accusamus,1985-11-13,Soldier,false,9598
26535,TinaVasquez,1997-07-18,Soldier,true,1038
26536,GaryRyan,1990-05-23,Medical,false,7683
26537,CraigWagner,2000-09-15,Manager,true,1584
26538,dicta_placeat_voluptas,1981-05-24,Soldier,false,8682
26539,StephenLong,1980-05-11,Soldier,true,20378
26540,JessicaBaker,1996-01-15,Medical,true,9734
26541,dolore_est,1994-01-09,Soldier,true,23023
26542,fugit_nesciunt_cumque,1996-09-22,Support,true,21833
26543,eos_expedita_qui,1990-08-26,Manager,true,15080
26544,AntonioMatthews,1999-04-15,Medical,true,15573
26545,CynthiaFerguson,1992-10-30,Soldier,true,805
26546,EdwardStevens,1985-12-15,Manager,true,26474
26547,CraigThompson,1997-08-24,Soldier,true,21881
26548,LillianAustin,2001-05-28,Medical,true,26151
26549,eos_adipisci_dolore,1984-11-30,Support,true,5213
26550,ipsa_sint,1990-06-27,Soldier,true,5475
26551,GeorgeMorrison,1998-11-27,Soldier,true,21206
26552,kCarr,1999-06-27,Soldier,true,16141
26553,neque_harum,1989-11-24,Support,true,21750
26554,qDavis,2000-04-16,Manager,false,6903
26555,qui_velit_qui,1991-09-14,Medical,true,5766
26556,JoanMartinez,1996-11-04,Medical,true,6014
26557,nemo_a_molestias,2001-11-20,Manager,true,8520
26558,ChristopherBryant,1985-06-03,Manager,false,23937
26559,KennethCastillo,1999-04-12,Soldier,true,24707
26560,AnnJames,1986-05-30,Soldier,true,22244
26561,MelissaFowler,1994-08-03,Soldier,true,10354
26562,veniam_omnis,1988-05-30,Manager,true,23566
26563,MildredFisher,1997-08-28,Manager,false,10993
26564,PatriciaLee,1982-07-30,Manager,true,12120
26565,AmyGordon,1994-12-28,Soldier,true,2789
26566,DianePatterson,1991-11-25,Medical,false,16899
26567,qui_delectus,1998-10-02,Manager,true,9378
26568,StevenCampbell,1980-07-12,Manager,true,8801
26569,PhilipRoss,1992-09-02,Support,true,11568
26570,MichaelMurphy,1992-12-22,Manager,true,449
26571,autem_minus,1997-03-08,Support,true,23378
26572,9Wright,1986-07-26,Soldier,true,15095
26573,hMartin,1999-04-03,Medical,true,1675
26574,DebraCarroll,1993-09-12,Manager,false,4949
26575,LawrenceHunt,1997-03-30,Manager,true,13601
26576,ErnestFerguson,1994-05-15,Manager,true,23777
26577,KellyJordan,1997-01-24,Soldier,true,19930
26578,KennethReid,1985-04-13,Soldier,true,3776
26579,lParker,1988-02-20,Medical,true,19354
26580,explicabo_vero,1995-12-23,Manager,true,6943
26581,AnthonyLawson,1988-07-11,Manager,true,13313
26582,fugiat_dolorem,1980-10-17,Support,false,17374
26583,ShirleyWatson,1985-12-22,Manager,true,9699
26584,tFisher,1988-03-29,Soldier,true,20104
26585,est_numquam_mollitia,1985-03-11,Manager,true,5020
26586,LoisMason,1992-04-28,Manager,true,13763
26587,error_cumque_ut,1996-03-25,Soldier,true,5048
26588,nWalker,1990-08-22,Manager,true,16946
26589,SteveBerry,1991-08-22,Soldier,true,12014
26590,VirginiaFranklin,1986-11-21,Manager,true,6028
26591,ullam_aliquid,1988-09-01,Soldier,true,17743
26592,AmandaReyes,1999-06-24,Manager,false,14436
26593,enim_voluptatem,1996-11-30,Manager,false,6469
26594,tenetur_amet_enim,1990-07-22,Support,true,23464
26595,HeatherAustin,1991-12-16,Medical,false,23005
26596,itaque_nihil,1994-07-28,Manager,true,21133
26597,6Morris,1994-11-24,Manager,true,18337
26598,AmandaGonzales,1989-03-18,Soldier,true,23675
26599,quaerat_non,1991-02-05,Soldier,true,23993
26600,GregoryDunn,1988-05-08,Soldier,true,7059
26601,RobertPerkins,1984-12-18,Manager,true,3429
26602,DouglasCarroll,1993-07-08,Soldier,true,19933
26603,4Reynolds,1988-04-09,Manager,true,19409
26604,ullam_quas,2001-12-07,Manager,false,5465
26605,sint_a,1999-11-14,Soldier,false,3374
26606,PamelaWallace,1996-11-17,Soldier,true,659
26607,velit_nihil_sequi,1999-07-23,Soldier,true,10730
26608,nostrum_cum_quos,1992-08-04,Medical,true,25414
26609,StephenHunter,1981-03-31,Manager,true,19209
26610,EugeneWebb,1988-10-03,Support,true,9181
26611,DennisLittle,1991-05-20,Soldier,true,24043
26612,voluptatem_qui_corporis,1991-08-25,Soldier,true,4927
26613,placeat_nemo,1980-03-05,Support,true,26532
26614,JosephStanley,1997-02-17,Medical,true,3961
26615,MaryScott,1983-03-15,Soldier,false,4270
26616,occaecati_voluptatem_qui,1993-08-01,Soldier,false,23177
26617,ducimus_dolores,1992-07-19,Manager,true,18011
26618,oRobertson,1993-12-16,Medical,true,12281
26619,3Mccoy,1985-02-11,Support,true,15238
26620,AnnieCarroll,1982-09-27,Manager,true,9073
26621,odit_rerum,1985-08-02,Manager,true,16522
26622,0Baker,1998-07-29,Soldier,true,11634
26623,nemo_molestiae_voluptatem,1993-09-27,Soldier,false,13733
26624,DorisEllis,1985-06-04,Support,false,16056
26625,JaniceStone,1999-08-06,Manager,true,8028
26626,StevenBrown,1999-12-20,Support,true,18127
26627,placeat_rerum,1989-03-01,Manager,true,8530
26628,AlanStanley,1996-09-22,Support,false,2718
26629,KathrynHart,1990-03-25,Soldier,true,819
26630,quis_dolores,1994-08-03,Manager,true,4995
26631,MichaelRoss,1989-08-19,Soldier,true,19880
26632,DonnaMarshall,1999-04-05,Soldier,true,23525
26633,JackHarris,1995-04-20,Manager,true,10181
26634,officia_eligendi_sed,1990-09-28,Support,false,23742
26635,aut_fuga,2001-11-16,Medical,true,26264
26636,qui_culpa_suscipit,1988-11-12,Medical,true,21343
26637,voluptates_illum_nam,1998-04-27,Medical,true,4569
26638,MarthaBishop,1990-10-18,Support,true,7344
26639,yScott,1990-09-03,Soldier,true,16366
26640,sit_sunt,1995-02-26,Soldier,false,15229
26641,DeniseGonzalez,1994-12-26,Medical,true,12379
26642,wKennedy,1988-02-11,Soldier,true,23977
26643,ToddScott,1990-07-14,Soldier,true,23699
26644,rerum_molestiae_velit,1981-09-29,Manager,true,17922
26645,AnneEdwards,1997-03-06,Manager,true,14208
26646,TammyLittle,2000-07-31,Soldier,true,17792
26647,qRodriguez,1999-04-03,Manager,false,2844
26648,JuliaSimpson,1984-08-12,Manager,true,893
26649,nesciunt_placeat,1988-12-16,Soldier,true,2697
26650,DorisReed,1991-02-15,Soldier,true,24971
26651,AdamPierce,2001-10-18,Manager,false,6547
26652,sit_eos,2000-11-03,Soldier,false,11157
26653,CynthiaPeters,1995-01-06,Soldier,true,22706
26654,AngelaOrtiz,1985-08-18,Manager,true,5673
26655,JustinGray,1998-07-18,Manager,true,7551
26656,JamesBarnes,1993-01-23,Manager,true,18175
26657,LillianGarrett,2000-06-17,Medical,false,5047
26658,StephenMendoza,1983-10-19,Manager,true,20159
26659,KathrynMarshall,2000-03-16,Soldier,true,2130
26660,RobertNelson,1991-05-18,Support,true,7230
26661,gStevens,1984-08-01,Soldier,true,11149
26662,xRoss,1992-10-24,Soldier,true,2201
26663,StevenGilbert,1991-02-09,Soldier,true,11556
26664,BobbyBlack,1996-09-18,Soldier,true,6359
26665,AnnieKennedy,1994-06-03,Soldier,true,23935
26666,DorisCarter,1991-02-08,Soldier,true,24528
26667,MarilynMeyer,1993-01-14,Manager,true,8366
26668,jMitchell,1984-04-26,Soldier,true,4265
26669,officiis_adipisci_deserunt,1981-03-02,Support,true,8987
26670,StephanieHayes,1983-04-21,Soldier,true,25573
26671,uWoods,1995-11-16,Soldier,true,9149
26672,et_aspernatur,1993-08-01,Medical,true,9967
26673,libero_qui_minima,1985-02-11,Soldier,true,22507
26674,KatherineGreene,1982-07-05,Manager,false,19625
26675,HaroldWatkins,1997-05-03,Soldier,true,2958
26676,quidem_alias_optio,1990-04-12,Soldier,true,7156
26677,rerum_doloremque,1996-06-14,Soldier,true,14297
26678,WilliamCampbell,1981-05-10,Soldier,true,10795
26679,blanditiis_magnam,2001-01-04,Support,true,1493
26680,SeanGordon,1985-04-18,Medical,true,8596
26681,quod_iure_architecto,1983-05-24,Soldier,true,6244
26682,sed_officiis,1998-02-24,Soldier,true,14506
26683,PaulaWillis,1996-08-23,Manager,true,12205
26684,1Dean,1986-10-14,Soldier,true,4665
26685,WilliePorter,1989-04-16,Manager,true,9993
26686,SeanPowell,1987-06-20,Manager,true,4819
26687,MaryLewis,2000-01-14,Soldier,true,3423
26688,vero_ipsa,1987-08-06,Manager,true,2107
26689,JoyceMoore,1998-02-18,Manager,false,19023
26690,DanielHolmes,1995-04-04,Manager,false,12322
26691,5Boyd,1989-04-06,Manager,true,22005
26692,LauraLynch,1986-05-16,Manager,true,15163
26693,AdamHoward,1998-03-28,Soldier,true,8433
26694,velit_voluptatum_in,1989-03-09,Support,false,12593
26695,fugit_sit_accusamus,1986-11-04,Support,true,19740
26696,id_doloribus,1989-03-06,Manager,true,1771
26697,quam_ut_amet,1986-06-07,Soldier,true,24092
26698,lGarrett,1993-03-30,Medical,true,7545
26699,rem_sit_dolore,1992-12-06,Support,true,23839
26700,pRobinson,1989-03-30,Manager,true,24383
26701,ea_sint_officia,2000-06-03,Manager,false,18217
26702,iusto_sit,1988-03-08,Soldier,false,20081
26703,MildredWalker,1999-06-26,Manager,false,2215
26704,AliceWatson,1987-04-21,Manager,true,3973
26705,jLarson,1992-09-09,Support,true,22228
26706,asperiores_quasi_nihil,2000-03-02,Support,true,9951
26707,CarlosBanks,1984-05-22,Manager,true,13269
26708,non_officia,1994-02-21,Soldier,false,25663
26709,quo_quia,1985-07-26,Manager,true,6725
26710,6Montgomery,2000-12-28,Medical,true,16377
26711,eligendi_voluptatem_quis,2001-11-27,Manager,false,4079
26712,sReyes,1983-01-17,Manager,false,13205
26713,ea_quidem,1985-07-24,Soldier,true,20567
26714,aPeters,1983-06-26,Manager,true,26081
26715,RogerPeterson,1995-04-14,Medical,true,19930
26716,KeithMontgomery,1996-04-12,Soldier,true,11290
26717,JaniceReed,1995-07-02,Manager,true,1528
26718,fugit_dolorem_consequuntur,1987-11-30,Soldier,true,24041
26719,quam_corrupti_ullam,1985-05-15,Manager,true,11999
26720,et_et_veniam,1993-06-19,Soldier,false,3580
26721,et_delectus,1985-08-28,Manager,false,5677
26722,consequatur_ut_earum,1998-05-03,Soldier,true,23974
26723,ut_reprehenderit,1993-10-08,Manager,true,26142
26724,RoyCrawford,1994-09-24,Soldier,true,26002
26725,nAlexander,1984-11-15,Soldier,true,21014
26726,WillieBlack,1989-10-07,Support,false,22691
26727,doloribus_rerum,1980-06-13,Medical,true,15633
26728,EricGarcia,1999-07-29,Support,true,23182
26729,FrankMarshall,2000-10-20,Manager,false,20251
26730,NancyDixon,1984-11-04,Support,true,25337
26731,BonniePerry,1988-06-28,Soldier,true,20389
26732,mollitia_et_ea,1981-07-19,Soldier,true,6884
26733,velit_odio_numquam,1989-09-19,Soldier,true,26415
26734,PeterHolmes,1998-09-08,Soldier,true,16529
26735,RachelPowell,1983-03-20,Soldier,true,15584
26736,CherylHansen,1988-07-29,Soldier,false,10677
26737,AnneLittle,1986-03-23,Soldier,false,1298
26738,AnnieBurns,1991-09-30,Manager,true,12439
26739,KathleenSims,1995-12-29,Manager,true,21834
26740,BillyHamilton,1987-05-20,Soldier,true,12376
26741,JimmyWallace,1988-09-04,Manager,true,10745
26742,voluptatem_qui_reiciendis,1981-06-01,Support,true,2398
26743,DorisAllen,1989-03-23,Support,true,148
26744,illum_praesentium_voluptates,1998-01-04,Medical,true,15977
26745,WillieCollins,1983-04-30,Soldier,true,13124
26746,DianeCollins,1999-10-30,Soldier,true,25711
26747,VictorMeyer,1988-09-25,Soldier,true,13261
26748,voluptatum_architecto_deserunt,1986-05-04,Manager,true,19233
26749,eMurray,1998-05-16,Soldier,true,13035
26750,impedit_aut,1993-05-08,Soldier,true,14796
26751,JesseBowman,1988-09-15,Soldier,true,4799
26752,TheresaPhillips,1985-01-03,Manager,true,20447
26753,DebraCox,1996-02-12,Manager,true,17061
26754,ratione_commodi,1993-03-12,Medical,true,21214
26755,hCruz,1987-04-15,Manager,true,5626
26756,WillieHill,1994-06-21,Manager,true,20803
26757,PhilipCook,1986-09-14,Soldier,true,14082
26758,quia_aut,1986-06-12,Manager,true,21498
26759,3Wright,1991-07-23,Support,true,16702
26760,JudyKing,2001-07-08,Support,false,5126
26761,voluptatem_libero,2000-05-21,Soldier,false,9207
26762,DavidHarrison,1995-11-10,Soldier,true,6685
26763,AmyJenkins,1994-09-18,Soldier,true,19194
26764,GloriaBradley,1981-03-24,Manager,true,15534
26765,excepturi_distinctio_quo,1987-02-07,Manager,true,3862
26766,eum_vel_dolorem,1984-01-26,Manager,true,5594
26767,StephanieBryant,1992-10-29,Soldier,true,8989
26768,JuliaButler,1994-05-12,Soldier,true,1740
26769,omnis_iusto_deleniti,1998-03-13,Manager,false,17828
26770,ToddWilliams,1993-08-08,Manager,false,20419
26771,fFields,2000-07-05,Manager,false,3526
26772,DeborahPeterson,2000-06-27,Support,true,26286
26773,yHenry,1998-07-02,Manager,true,10565
26774,qGarcia,1996-12-23,Manager,false,7633
26775,DorothyThompson,1998-08-12,Manager,true,8809
26776,hAlvarez,1997-01-30,Soldier,true,22276
26777,SteveSimpson,1985-10-24,Support,true,17706
26778,TerryFlores,1988-02-04,Soldier,true,7502
26779,jHolmes,1991-07-26,Manager,false,12395
26780,JamesWilliamson,1999-10-08,Soldier,true,14147
26781,MargaretPierce,1985-07-08,Medical,true,24990
26782,ChristineMedina,2001-05-12,Soldier,true,793
26783,aut_hic_sed,1998-04-02,Soldier,true,10591
26784,dicta_eum,1991-09-04,Soldier,true,2839
26785,ullam_ea_vel,1991-09-17,Medical,true,1777
26786,laborum_eligendi_quidem,1994-05-01,Soldier,false,4295
26787,JonathanDay,1983-01-10,Soldier,true,23039
26788,officia_omnis_facere,1990-03-11,Support,true,21775
26789,ScottJones,1996-02-21,Soldier,true,22926
26790,AliceCox,2000-09-07,Soldier,true,611
26791,non_maxime,1985-04-22,Manager,true,19380
26792,quibusdam_cum_odio,1987-02-04,Soldier,true,18523
26793,voluptas_quibusdam_consequatur,1980-12-29,Manager,true,23480
26794,ShawnSimmons,2001-05-21,Medical,true,23303
26795,voluptatum_aut,1996-12-02,Soldier,false,3765
26796,vWheeler,1991-11-05,Manager,true,5202
26797,KathyShaw,1987-02-26,Support,false,4399
26798,similique_ad,1983-05-20,Soldier,true,18356
26799,nisi_similique,1991-05-06,Soldier,true,19189
26800,eaque_reprehenderit,1987-03-25,Soldier,true,6259
26801,EvelynWarren,1983-11-10,Manager,true,16096
26802,rBishop,1994-09-24,Medical,true,5961
26803,RuthMurphy,2000-11-23,Manager,true,25718
26804,SharonGilbert,1980-08-31,Manager,true,16430
26805,dolorem_omnis_repudiandae,1981-07-24,Soldier,true,21991
26806,dolorum_harum_voluptatem,1990-07-26,Soldier,true,24172
26807,ShirleyWalker,1988-07-23,Soldier,true,25899
26808,JoePeterson,1995-09-03,Manager,true,9140
26809,beatae_quo,1995-07-20,Soldier,false,18024
26810,ad_voluptatem_enim,1988-10-13,Soldier,true,8699
26811,possimus_quis_eveniet,1980-04-21,Manager,false,26594
26812,debitis_non_facere,1990-11-25,Soldier,true,6033
26813,quo_soluta_adipisci,1993-08-01,Medical,true,20082
26814,PhillipHernandez,1993-10-17,Soldier,true,12393
26815,ChristineRobertson,1985-09-27,Soldier,true,21508
26816,sed_et_nisi,1984-12-14,Manager,true,8628
26817,aut_ut_aut,1994-06-15,Soldier,true,25907
26818,JohnnySimpson,1983-05-20,Support,true,12761
26819,lChavez,1989-09-14,Support,true,25526
26820,JessicaDaniels,1988-04-24,Soldier,true,10059
26821,vel_omnis,1991-08-13,Manager,true,18390
26822,aliquid_id_impedit,1981-05-10,Support,true,21100
26823,AnneStone,1980-08-31,Support,true,11547
26824,ea_exercitationem_tempore,1991-06-02,Manager,true,932
26825,ea_nostrum_magnam,1989-12-26,Soldier,true,1217
26826,nulla_odit_ab,1986-08-07,Soldier,true,21420
26827,AndrewWelch,1995-04-13,Soldier,true,4133
26828,voluptates_et_ut,1981-09-24,Manager,true,10171
26829,wRodriguez,1980-07-17,Support,true,22431
26830,2Clark,1981-04-21,Soldier,true,23323
26831,HelenFernandez,1998-06-20,Soldier,true,2632
26832,similique_harum_sequi,1989-08-06,Soldier,true,12594
26833,BeverlyKennedy,1998-08-04,Medical,true,5749
26834,MaryOwens,1983-04-10,Manager,true,3940
26835,sint_temporibus_alias,1999-11-26,Soldier,true,6792
26836,9Alexander,1982-03-21,Soldier,true,25044
26837,DebraWelch,2001-10-04,Support,true,25281
26838,tempore_maxime_magni,1998-01-14,Manager,true,24773
26839,velit_et_dolore,1983-02-27,Soldier,true,18249
26840,RonaldPhillips,1999-01-09,Soldier,true,12072
26841,yStanley,1995-01-04,Soldier,true,25444
26842,zYoung,1998-05-20,Manager,true,20118
26843,ArthurBradley,1983-06-16,Manager,false,21919
26844,RubyLopez,1983-04-07,Manager,true,2814
26845,neque_sequi_natus,1981-11-23,Support,true,7426
26846,dolorem_explicabo_sit,1998-11-05,Manager,true,24413
26847,HarryDavis,1991-05-04,Manager,true,6619
26848,magnam_repudiandae,1993-07-10,Manager,true,14009
26849,debitis_omnis,2001-10-05,Medical,true,15052
26850,RogerGonzales,1992-02-29,Soldier,false,9343
26851,9Tucker,1992-12-24,Soldier,false,424
26852,facere_nam,1997-10-10,Soldier,true,25627
26853,JonathanEdwards,1987-08-01,Manager,true,9722
26854,laudantium_qui_omnis,1980-07-12,Manager,true,9846
26855,voluptas_sunt,1998-03-12,Manager,true,12252
26856,KathleenLee,1989-05-04,Manager,true,241
26857,quaerat_delectus,1994-10-30,Soldier,true,10240
26858,3Lawson,2001-05-19,Manager,true,10898
26859,ThomasDaniels,1990-06-08,Soldier,true,4171
26860,RoseGardner,1989-11-13,Soldier,true,22314
26861,velit_sit,1984-07-19,Manager,false,3189
26862,unde_quae_sapiente,1988-10-29,Soldier,true,16393
26863,JeremyRobertson,1990-09-22,Soldier,true,14758
26864,EarlRogers,1989-10-07,Soldier,true,7331
26865,StevenGardner,1990-09-03,Soldier,true,24266
26866,in_rerum,1999-09-12,Soldier,true,17079
26867,JeremyMiller,1984-01-24,Support,true,20683
